dataset,as_of,model,task,score,scored_runs,wall_ms,cost_usd,task_hash,receipt
0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-fable-5,rs-007-monty-fall,1.0,1,11074.7,,7251e035c9d5593b,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_140320/claude-cli-fable-5/rs-007-monty-fall

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-fable-5,rs-008-river-boat,1.0,1,15524.0,,40b132a24e5cf9f1,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_140320/claude-cli-fable-5/rs-008-river-boat

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-fable-5,web-001-desktop,1.0,1,74534.6,,50207cccfdb4e9c5,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_140320/claude-cli-fable-5/web-001-desktop

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-fable-5,web-002-maze,0.8,1,78560.0,,1ef9bba106289e94,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_140320/claude-cli-fable-5/web-002-maze

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-fable-5,web-003-sand,1.0,1,65353.8,,5e9d98574d77c9af,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_140320/claude-cli-fable-5/web-003-sand

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-fable-5,web-004-kanban,1.0,1,29475.1,,3332ba4780445491,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_140320/claude-cli-fable-5/web-004-kanban

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-fable-5,web-005-expense,1.0,1,40894.2,,14c55f28fafc35f1,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_140320/claude-cli-fable-5/web-005-expense

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-haiku-4-5,ag-001-fix-bugs,1.0,1,40980.5,,13fce7c7bd29b3b7,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_142101/claude-cli-haiku-4-5/ag-001-fix-bugs

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-haiku-4-5,ag-002-build-cli,1.0,1,58911.9,,b64924cbab655cb4,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_142101/claude-cli-haiku-4-5/ag-002-build-cli

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-haiku-4-5,ag-003-fix-package,0.0,1,65236.9,,d56780591c04fc1a,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_142101/claude-cli-haiku-4-5/ag-003-fix-package

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-haiku-4-5,ag-004-data-pipeline,1.0,1,34730.5,,a27921050ae4a7b9,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_142101/claude-cli-haiku-4-5/ag-004-data-pipeline

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-haiku-4-5,ag-005-codebase-recon,1.0,1,38859.1,,ccc93bf833ceea12,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_142101/claude-cli-haiku-4-5/ag-005-codebase-recon

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-haiku-4-5,ctx-001-recall-2k,1.0,1,8332.4,,f9e719265d2ef498,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_142101/claude-cli-haiku-4-5/ctx-001-recall-2k

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-haiku-4-5,ctx-002-recall-8k,1.0,1,7580.1,,f1cbe9d845299e85,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_142101/claude-cli-haiku-4-5/ctx-002-recall-8k

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-haiku-4-5,ctx-003-recall-32k,1.0,1,12283.8,,8e06d3c14e5948c5,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_142101/claude-cli-haiku-4-5/ctx-003-recall-32k

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-haiku-4-5,ctx-004-recall-64k,1.0,1,7877.8,,ce3780046b279046,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_142101/claude-cli-haiku-4-5/ctx-004-recall-64k

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-haiku-4-5,ctx-005-aggregate-16k,1.0,1,8423.3,,aad66c83304d7803,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_142101/claude-cli-haiku-4-5/ctx-005-aggregate-16k

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-haiku-4-5,ctx-006-superseded-16k,1.0,1,15687.4,,633a0e3a9d4c128a,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_142101/claude-cli-haiku-4-5/ctx-006-superseded-16k

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-haiku-4-5,ctx-007-tally-16k,1.0,1,32764.5,,03aaf28c9227c675,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_142101/claude-cli-haiku-4-5/ctx-007-tally-16k

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-haiku-4-5,py-001-rle,1.0,1,10958.9,,33756edc572fa2f0,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_142101/claude-cli-haiku-4-5/py-001-rle

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-haiku-4-5,py-002-lru-cache,1.0,1,13548.6,,180de3b4b6b38c44,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_142101/claude-cli-haiku-4-5/py-002-lru-cache

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-haiku-4-5,py-003-date-parser,1.0,1,106664.0,,84e2e95b72fe026b,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_142101/claude-cli-haiku-4-5/py-003-date-parser

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-haiku-4-5,py-004-expr-eval,0.8889,1,163979.4,,be916a8e43d37f8a,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_142101/claude-cli-haiku-4-5/py-004-expr-eval

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-haiku-4-5,py-005-csv-parser,1.0,1,139259.6,,96d03caf6c0c2b60,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_142101/claude-cli-haiku-4-5/py-005-csv-parser

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-haiku-4-5,py-006-toposort,1.0,1,16643.0,,16f76b9517652705,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_142101/claude-cli-haiku-4-5/py-006-toposort

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-haiku-4-5,rs-001-knights,1.0,1,29661.4,,631d22bf7e511097,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_142101/claude-cli-haiku-4-5/rs-001-knights

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-haiku-4-5,rs-002-warehouse,1.0,1,5723.1,,08d1d98f46d3ae97,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_142101/claude-cli-haiku-4-5/rs-002-warehouse

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-haiku-4-5,rs-003-code-trace,1.0,1,8553.3,,b8af58ec24ef1fa6,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_142101/claude-cli-haiku-4-5/rs-003-code-trace

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-haiku-4-5,rs-004-office-grid,1.0,1,17471.1,,069fdd68470d25fd,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_142101/claude-cli-haiku-4-5/rs-004-office-grid

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-haiku-4-5,rs-005-bakery-audit,1.0,1,8819.8,,168f0bd672a1029b,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_142101/claude-cli-haiku-4-5/rs-005-bakery-audit

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-haiku-4-5,rs-006-string-pipeline,1.0,1,53052.6,,6a8d5374a4e5a3a2,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_142101/claude-cli-haiku-4-5/rs-006-string-pipeline

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-haiku-4-5,rs-007-monty-fall,1.0,1,48619.6,,7251e035c9d5593b,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_142101/claude-cli-haiku-4-5/rs-007-monty-fall

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-haiku-4-5,rs-008-river-boat,1.0,1,75056.6,,40b132a24e5cf9f1,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_142101/claude-cli-haiku-4-5/rs-008-river-boat

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-haiku-4-5,web-001-desktop,1.0,1,92319.1,,50207cccfdb4e9c5,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_142101/claude-cli-haiku-4-5/web-001-desktop

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-haiku-4-5,web-002-maze,1.0,1,135551.1,,1ef9bba106289e94,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_142101/claude-cli-haiku-4-5/web-002-maze

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-haiku-4-5,web-003-sand,0.8889,1,154574.3,,5e9d98574d77c9af,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_142101/claude-cli-haiku-4-5/web-003-sand

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-haiku-4-5,web-004-kanban,1.0,1,46197.9,,3332ba4780445491,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_142101/claude-cli-haiku-4-5/web-004-kanban

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-haiku-4-5,web-005-expense,0.8889,1,70268.7,,14c55f28fafc35f1,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_142101/claude-cli-haiku-4-5/web-005-expense

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-opus-4-8,ag-001-fix-bugs,1.0,1,20516.7,,13fce7c7bd29b3b7,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_142101/claude-cli-opus-4-8/ag-001-fix-bugs

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-opus-4-8,ag-002-build-cli,1.0,1,32979.0,,b64924cbab655cb4,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_142101/claude-cli-opus-4-8/ag-002-build-cli

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-opus-4-8,ag-003-fix-package,1.0,1,31689.6,,d56780591c04fc1a,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_142101/claude-cli-opus-4-8/ag-003-fix-package

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-opus-4-8,ag-004-data-pipeline,1.0,1,23434.9,,a27921050ae4a7b9,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_142101/claude-cli-opus-4-8/ag-004-data-pipeline

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-opus-4-8,ag-005-codebase-recon,1.0,1,25996.0,,ccc93bf833ceea12,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_142101/claude-cli-opus-4-8/ag-005-codebase-recon

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-opus-4-8,ctx-001-recall-2k,1.0,1,1889.9,,f9e719265d2ef498,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_142101/claude-cli-opus-4-8/ctx-001-recall-2k

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-opus-4-8,ctx-002-recall-8k,1.0,1,5923.7,,f1cbe9d845299e85,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_142101/claude-cli-opus-4-8/ctx-002-recall-8k

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-opus-4-8,ctx-003-recall-32k,1.0,1,6947.8,,8e06d3c14e5948c5,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_142101/claude-cli-opus-4-8/ctx-003-recall-32k

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-opus-4-8,ctx-004-recall-64k,1.0,1,7107.9,,ce3780046b279046,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_142101/claude-cli-opus-4-8/ctx-004-recall-64k

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-opus-4-8,ctx-005-aggregate-16k,1.0,1,7453.6,,aad66c83304d7803,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_142101/claude-cli-opus-4-8/ctx-005-aggregate-16k

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-opus-4-8,ctx-006-superseded-16k,1.0,1,5118.3,,633a0e3a9d4c128a,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_142101/claude-cli-opus-4-8/ctx-006-superseded-16k

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-opus-4-8,ctx-007-tally-16k,1.0,1,13421.6,,03aaf28c9227c675,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_142101/claude-cli-opus-4-8/ctx-007-tally-16k

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-opus-4-8,py-001-rle,1.0,1,4177.3,,33756edc572fa2f0,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_142101/claude-cli-opus-4-8/py-001-rle

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-opus-4-8,py-002-lru-cache,1.0,1,3925.2,,180de3b4b6b38c44,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_142101/claude-cli-opus-4-8/py-002-lru-cache

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-opus-4-8,py-003-date-parser,1.0,1,8954.9,,84e2e95b72fe026b,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_142101/claude-cli-opus-4-8/py-003-date-parser

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-opus-4-8,py-004-expr-eval,1.0,1,23144.3,,be916a8e43d37f8a,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_142101/claude-cli-opus-4-8/py-004-expr-eval

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-opus-4-8,py-005-csv-parser,1.0,1,10976.5,,96d03caf6c0c2b60,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_142101/claude-cli-opus-4-8/py-005-csv-parser

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-opus-4-8,py-006-toposort,1.0,1,4840.3,,16f76b9517652705,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_142101/claude-cli-opus-4-8/py-006-toposort

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-opus-4-8,rs-001-knights,1.0,1,10217.5,,631d22bf7e511097,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_142101/claude-cli-opus-4-8/rs-001-knights

0.4.0,2026-07-13T04:50:15.691+00:00,claude-cli-opus-4-8,rs-002-warehouse,1.0,1,4627.4,,08d1d98f46d3ae97,https://github.com/tokenwaster/llm-testing-public/tree/3c214a953eac0a14bcee1c627d52f2a498c74cf8/archive/v0.4/runs/2026-07-11_142101/claude-cli-opus-4-8/rs-002-warehouse

